drone_id,application,drone_size,drone_model,manufacturer,propeller_count,max_carry_weight,actual_carry_weight,payload_type,payload_description,altitude,flight_duration,distance_flown,operator_id,flight_date,battery_remaining,gps_accuracy,wind_speed,obstacles_encountered,flight_status,regulatory_approval_id,notes,overweight_flag,weight_ratio,risk_score
D230,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Documents,72,27.0,8.1,OP013,2025-05-18,83,2.1,3.8,No,Completed,REG-2025-MNO-234,,0,0.58,0.9407641196013289
D231,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Zoom lens,88,20.0,6.1,OP004,2025-05-19,90,1.5,2.6,No,Completed,REG-2025-OPQ-567,,0,0.7,0.9682170542635659
D232,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.1,Sensor,Magnetic particle inspection sensor,113,43.0,13.5,OP002,2025-05-20,69,2.2,5.2,Yes,Completed,REG-2025-RST-890,,0,0.6375,1.167646229739253
D233,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Clothing items,70,23.0,7.2,OP013,2025-05-26,82,1.9,3.5,No,Completed,REG-2025-VWX-345,,0,0.45999999999999996,0.9776336189310485
D234,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,86,22.0,7.0,OP004,2025-05-27,95,1.2,2.2,No,Completed,REG-2025-XYZ-678,,0,0.5,1.0538759689922481
D235,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Insecticide,30,34.0,11.0,OP003,2025-05-28,40,3.4,7.9,Yes,Completed,REG-2025-ABC-901,,0,0.9099999999999999,1.5065207478340172
D236,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Small electronics,65,17.0,5.0,OP011,2025-05-29,91,1.4,2.7,No,Completed,REG-2025-DEF-234,,0,0.55,1.0135880398671095
D237,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Gimbal stabilizer,89,20.0,6.0,OP004,2025-05-30,97,1.1,2.4,No,Completed,REG-2025-GHI-567,,0,0.7,1.125137420718816
D238,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.5,Camera,High-resolution camera,110,39.0,13.0,OP002,2025-05-31,62,2.2,5.3,Yes,Completed,REG-2025-JKL-890,,0,0.6875,1.2453981677237491
D239,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.5,Liquid Tank,Growth regulator,25,32.0,10.0,OP003,2025-06-01,38,3.6,8.1,Yes,Completed,REG-2025-MNO-123,,0,0.975,1.5256847545219636
D241,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,UV filter,83,18.0,5.0,OP004,2025-06-03,99,1.0,1.9,No,Completed,REG-2025-RST-789,,0,0.2,1.1572868217054264
D242,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,6.1,Sensor,Corrosion detection sensor,105,40.0,12.0,OP002,2025-06-04,70,2.0,4.8,Yes,Completed,REG-2025-UVW-012,,0,0.7625,1.172093023255814
D243,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.7,Package,Electronics,65,23.0,7.8,OP015,2025-06-05,83,1.7,3.1,No,Completed,REG-2025-GHI-345,,0,0.54,0.998545371637027
D244,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Wide lens,88,18.0,5.1,OP007,2025-06-06,96,1.2,2.4,No,Completed,REG-2025-JKL-678,,0,0.4,1.0593798449612404
D245,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Pesticide,31,35.0,11.2,OP003,2025-06-07,41,3.5,7.9,Yes,Completed,REG-2025-MNO-901,,0,0.925,1.4881173864894794
D246,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Thermal,102,41.0,13.5,OP002,2025-06-08,67,2.1,5.3,Yes,Completed,REG-2025-PQR-234,,0,0.6375,1.2170431893687708
D247,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Clothing,72,19.0,6.3,OP011,2025-06-09,91,1.4,2.8,No,Completed,REG-2025-STU-567,,0,0.6,1.0213399778516057
D248,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.9,OP004,2025-06-10,94,1.3,2.5,No,Completed,REG-2025-VWX-890,,0,0.6,1.0230292188431722
D249,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP003,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2025-YZA-123,,0,0.96,1.4621775898520084
D250,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Gas,108,39.0,12.1,OP002,2025-06-12,69,2.2,5.1,Yes,Completed,REG-2025-BCD-456,,0,0.6,1.1598942917547568
D251,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Documents,68,24.0,7.1,OP015,2025-06-13,85,1.8,3.4,No,Completed,REG-2025-EFG-789,,0,0.5,0.9691214470284237
D252,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,ND filter,82,17.0,5.5,OP007,2025-06-14,97,1.1,2.2,No,Completed,REG-2025-HIJ-012,,0,0.3,1.1096335447498238
D253,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.9,Liquid Tank,Fungicide,32,34.0,10.5,OP003,2025-06-15,40,3.4,7.8,Yes,Completed,REG-2025-KLM-345,,0,0.8949999999999999,1.498768809849521
D254,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Visual,105,40.0,13.2,OP002,2025-06-16,64,2.3,5.5,Yes,Completed,REG-2025-NOP-678,,0,0.675,1.221139197842939
D255,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Electronics,70,18.0,6.1,OP011,2025-06-17,93,1.5,2.9,No,Completed,REG-2025-QRS-901,,0,0.55,0.9614728682170542
D256,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,87,19.0,5.7,OP004,2025-06-18,95,1.2,2.3,No,Completed,REG-2025-TUV-234,,0,0.7,1.0616279069767443
D257,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Insecticide,28,32.0,9.5,OP003,2025-06-19,42,3.2,7.7,Yes,Completed,REG-2025-WXY-567,,0,0.9400000000000001,1.4893992248062013
D258,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Temperature,109,42.0,12.8,OP002,2025-06-20,70,2.4,5.2,Yes,Completed,REG-2025-ZAB-890,,0,0.6125,1.119767441860465
D259,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Small items,69,25.0,7.5,OP015,2025-06-21,88,1.9,3.3,No,Completed,REG-2025-CDE-123,,0,0.5599999999999999,0.9021297429620563
D260,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Telephoto,83,21.0,6.2,OP007,2025-06-22,96,1.3,2.4,No,Completed,REG-2025-FGH-456,,0,0.5,0.9952772808586762
D261,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,33,31.0,10.2,OP003,2025-06-23,45,3.1,7.4,Yes,Completed,REG-2025-IJK-789,,0,0.875,1.4462240560140034
D262,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Infrared,106,38.0,13.1,OP002,2025-06-24,63,2.2,5.4,Yes,Completed,REG-2025-LMN-012,,0,0.65,1.2431501057082452
D263,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Documents,71,17.0,5.9,OP011,2025-06-25,92,1.6,2.7,No,Completed,REG-2025-OPQ-345,,0,0.65,0.9143023255813953
D264,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard,86,20.0,5.8,OP004,2025-06-26,94,1.1,2.1,No,Completed,REG-2025-RST-678,,0,0.6,1.1318816067653277
D265,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Fungicide,27,35.0,9.9,OP003,2025-06-27,44,3.5,7.8,Yes,Completed,REG-2025-UVW-901,,0,0.905,1.4503654485049835
D266,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Pressure,110,41.0,12.5,OP002,2025-06-28,68,2.3,5.1,Yes,Completed,REG-2025-XYZ-234,,0,0.5875,1.1501314459049545
D267,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Consumer goods,67,22.0,7.3,OP015,2025-06-29,87,1.7,3.2,No,Completed,REG-2025-ABC-567,,0,0.58,0.966297309621523
D268,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP007,2025-06-30,95,1.2,2.3,No,Completed,REG-2025-DEF-890,,0,0.4,1.0616279069767443
D269,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.5,Liquid Tank,Insecticide,30,32.0,10.8,OP003,2025-07-01,42,3.3,7.5,Yes,Completed,REG-2025-GHI-123,,0,0.975,1.4644256518675123
D270,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP002,2025-07-02,65,2.4,5.6,Yes,Completed,REG-2025-JKL-456,,0,0.6875,1.2007751937984497
D271,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP011,2025-07-03,90,1.4,2.9,No,Completed,REG-2025-MNO-789,,0,0.6,1.0390919158361018
D272,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,89,20.0,5.8,OP004,2025-07-04,93,1.1,2.1,No,Completed,REG-2025-OPQ-012,,0,0.8,1.1418816067653277
D273,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Herbicide,34,34.0,10.1,OP003,2025-07-05,47,3.1,7.2,Yes,Completed,REG-2025-RST-345,,0,0.8550000000000001,1.410720180045011
D274,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP002,2025-07-06,68,2.2,5.3,Yes,Completed,REG-2025-UVW-678,,0,0.575,1.185398167723749
D275,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Fragile goods,71,25.0,7.2,OP015,2025-07-07,86,1.8,3.5,No,Completed,REG-2025-XYZ-901,,0,0.52,0.9668733850129199
D276,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Telephoto,81,17.0,5.3,OP007,2025-07-08,98,1.3,2.4,No,Completed,REG-2025-ABC-234,,0,0.3,0.9752772808586762
D277,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Fungicide,26,32.0,9.2,OP003,2025-07-09,41,3.4,7.7,Yes,Completed,REG-2025-DEF-567,,0,0.9400000000000001,1.4810168718650252
D278,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.3,Camera,Zoom,104,42.0,13.9,OP002,2025-07-10,62,2.5,5.7,Yes,Completed,REG-2025-GHI-890,,0,0.6625,1.2218604651162792
D279,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Gift,70,19.0,6.1,OP011,2025-07-11,94,1.5,2.8,No,Completed,REG-2025-JKL-123,,0,0.7,0.9437209302325581
D280,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,87,20.0,5.7,OP004,2025-07-12,95,1.1,2.2,No,Completed,REG-2025-MNO-456,,0,0.5,1.1296335447498238
D281,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.6,Liquid Tank,Insecticide,33,33.0,10.5,OP003,2025-07-13,46,3.3,7.3,Yes,Completed,REG-2025-OPQ-789,,0,0.8800000000000001,1.4089217758985202
D282,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,109,38.0,12.2,OP002,2025-07-14,69,2.1,5.4,Yes,Completed,REG-2025-RST-012,,0,0.6125,1.2047951273532669
D283,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Electronics,66,23.0,7.5,OP015,2025-07-15,89,1.7,3.1,No,Completed,REG-2025-UVW-345,,0,0.42000000000000004,0.9385453716370269
D284,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide lens,82,18.0,5.9,OP007,2025-07-16,97,1.2,2.5,No,Completed,REG-2025-XYZ-678,,0,0.7,1.0571317829457365
D285,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Herbicide,28,35.0,9.8,OP003,2025-07-17,43,3.5,7.6,Yes,Completed,REG-2025-ABC-901,,0,0.9099999999999999,1.444861572535991
D286,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,103,41.0,13.1,OP002,2025-07-18,64,2.4,5.2,Yes,Completed,REG-2025-DEF-234,,0,0.6875,1.1797674418604651
D287,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Clothing,73,19.0,6.1,OP011,2025-07-19,92,1.4,2.7,No,Completed,REG-2025-GHI-567,,0,0.65,1.0035880398671098
D288,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.5,OP004,2025-07-20,96,1.3,2.3,No,Completed,REG-2025-JKL-890,,0,0.6,0.98752534287418
D289,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Fungicide,31,33.0,9.5,OP003,2025-07-21,40,3.3,7.9,Yes,Completed,REG-2025-MNO-123,,0,0.9550000000000001,1.5154334038054966
D290,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Gas,106,39.0,12.8,OP002,2025-07-22,67,2.2,5.5,Yes,Completed,REG-2025-OPQ-456,,0,0.5875,1.2109020436927413
D291,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.2,Package,Documents,69,24.0,7.9,OP015,2025-07-23,87,1.8,3.4,No,Completed,REG-2025-RST-789,,0,0.44000000000000006,0.9491214470284237
D292,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,ND filter,88,17.0,5.2,OP007,2025-07-24,99,1.1,2.1,No,Completed,REG-2025-UVW-012,,0,0.4,1.0818816067653276
D293,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Insecticide,34,34.0,10.2,OP003,2025-07-25,45,3.4,7.7,Yes,Completed,REG-2025-XYZ-345,,0,0.89,1.4410168718650251
D294,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Visual,104,40.0,13.5,OP002,2025-07-26,63,2.3,5.1,Yes,Completed,REG-2025-ABC-678,,0,0.6375,1.2001314459049546
D295,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Electronics,71,18.0,6.3,OP011,2025-07-27,90,1.5,2.8,No,Completed,REG-2025-DEF-901,,0,0.75,0.983720930232558
D296,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,83,19.0,5.6,OP004,2025-07-28,93,1.2,2.4,No,Completed,REG-2025-GHI-234,,0,0.7,1.0893798449612404
D297,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Herbicide,29,32.0,9.9,OP003,2025-07-29,44,3.2,7.5,Yes,Completed,REG-2025-JKL-567,,0,0.925,1.4538953488372095
D298,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Temperature,107,42.0,12.8,OP002,2025-07-30,66,2.4,5.3,Yes,Completed,REG-2025-MNO-890,,0,0.575,1.1675193798449612
D299,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.4,Package,Small items,72,25.0,7.1,OP015,2025-07-31,86,1.9,3.2,No,Completed,REG-2025-OPQ-123,,0,0.48,0.9143778049775602
D300,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,89,21.0,6.5,OP007,2025-08-01,97,1.3,2.5,No,Completed,REG-2025-RST-456,,0,0.2,0.9930292188431722
D301,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Fungicide,32,31.0,10.5,OP003,2025-08-02,41,3.1,7.4,Yes,Completed,REG-2025-UVW-789,,0,0.86,1.4862240560140034
D302,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Infrared,104,38.0,13.2,OP002,2025-08-03,69,2.2,5.1,Yes,Completed,REG-2025-XYZ-012,,0,0.6375,1.1598942917547568
D303,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Documents,70,17.0,5.8,OP011,2025-08-04,93,1.6,2.8,No,Completed,REG-2025-ABC-345,,0,0.55,0.9120542635658915
D304,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard,83,20.0,5.9,OP004,2025-08-05,95,1.1,2.3,No,Completed,REG-2025-DEF-678,,0,0.5,1.13738548273432
D305,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.9,Liquid Tank,Insecticide,27,35.0,9.8,OP003,2025-08-06,44,3.5,7.7,Yes,Completed,REG-2025-GHI-901,,0,0.945,1.4426135105204874
D306,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Pressure,108,41.0,12.5,OP002,2025-08-07,67,2.3,5.4,Yes,Completed,REG-2025-JKL-234,,0,0.6,1.183387259858443
D307,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.7,Package,Consumer goods,68,22.0,7.1,OP015,2025-08-08,88,1.7,3.5,No,Completed,REG-2025-MNO-567,,0,0.54,0.9795531235750115
D308,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Zoom lens,81,19.0,5.2,OP007,2025-08-09,96,1.2,2.1,No,Completed,REG-2025-OPQ-890,,0,0.3,1.036124031007752
D309,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.3,Liquid Tank,Herbicide,30,32.0,10.8,OP003,2025-08-10,42,3.3,7.6,Yes,Completed,REG-2025-RST-123,,0,0.9650000000000001,1.4721775898520082
D310,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.6,Camera,High-res,105,39.0,13.8,OP002,2025-08-11,65,2.4,5.2,Yes,Completed,REG-2025-UVW-456,,0,0.7,1.169767441860465
D311,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Small package,72,16.0,6.2,OP011,2025-08-12,91,1.4,2.9,No,Completed,REG-2025-XYZ-789,,0,0.7,1.0290919158361018
D312,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.9,Camera,Wide angle,86,20.0,5.5,OP004,2025-08-13,94,1.1,2.3,No,Completed,REG-2025-ABC-012,,0,0.9,1.14738548273432
D313,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Fungicide,33,34.0,10.1,OP003,2025-08-14,47,3.1,7.1,Yes,Completed,REG-2025-DEF-345,,0,0.875,1.402968242060515
D314,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Vibration,109,40.0,12.5,OP002,2025-08-15,68,2.2,5.5,Yes,Completed,REG-2025-GHI-678,,0,0.5875,1.2009020436927413
D315,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Fragile goods,70,25.0,7.9,OP015,2025-08-16,83,1.8,3.4,No,Completed,REG-2025-JKL-901,,0,0.45999999999999996,0.9891214470284238
D316,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,84,17.0,5.3,OP007,2025-08-17,97,1.3,2.2,No,Completed,REG-2025-MNO-234,,0,0.2,0.9697734048896839
D317,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Insecticide,29,32.0,9.2,OP003,2025-08-18,40,3.4,7.8,Yes,Completed,REG-2025-OPQ-567,,0,0.905,1.498768809849521
D318,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP002,2025-08-19,62,2.5,5.7,Yes,Completed,REG-2025-RST-890,,0,0.675,1.2218604651162792
D319,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP011,2025-08-20,92,1.5,2.9,No,Completed,REG-2025-UVW-123,,0,0.75,0.9714728682170541
D320,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,85,20.0,5.7,OP004,2025-08-21,94,1.1,2.1,No,Completed,REG-2025-XYZ-456,,0,0.6,1.1318816067653277
D321,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Herbicide,32,33.0,10.5,OP003,2025-08-22,45,3.3,7.3,Yes,Completed,REG-2025-ABC-789,,0,0.89,1.41892177589852
D322,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP002,2025-08-23,69,2.1,5.4,Yes,Completed,REG-2025-DEF-901,,0,0.6125,1.2047951273532669
D323,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Electronics,67,23.0,7.2,OP015,2025-08-24,84,1.8,3.2,No,Completed,REG-2025-GHI-234,,0,0.52,0.9636175710594316
D324,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Wide lens,89,18.0,5.9,OP007,2025-08-25,97,1.2,2.4,No,Completed,REG-2025-JKL-567,,0,0.3,1.0493798449612404
D325,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Fungicide,31,35.0,9.8,OP003,2025-08-26,40,3.5,7.9,Yes,Completed,REG-2025-MNO-890,,0,0.9550000000000001,1.4981173864894792
D326,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,102,41.0,13.5,OP002,2025-08-27,63,2.3,5.1,Yes,Completed,REG-2025-OPQ-123,,0,0.6875,1.2001314459049546
D327,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Clothing,72,19.0,6.1,OP011,2025-08-28,90,1.5,2.8,No,Completed,REG-2025-RST-456,,0,0.6,0.983720930232558
D328,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Zoom,84,20.0,5.7,OP004,2025-08-29,93,1.3,2.5,No,Completed,REG-2025-UVW-789,,0,0.7,1.0330292188431722
D329,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.9,Liquid Tank,Insecticide,28,33.0,9.5,OP003,2025-08-30,42,3.2,7.6,Yes,Completed,REG-2025-XYZ-012,,0,0.8949999999999999,1.4816472868217052
D330,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Temperature,108,39.0,12.1,OP002,2025-08-31,69,2.4,5.3,Yes,Completed,REG-2025-ABC-345,,0,0.6,1.1375193798449612
D331,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Documents,69,24.0,7.8,OP015,2025-09-01,85,1.9,3.4,No,Completed,REG-2025-DEF-678,,0,0.58,0.9398816809465523
D332,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,ND filter,81,17.0,5.5,OP007,2025-09-02,97,1.1,2.2,No,Completed,REG-2025-GHI-901,,0,0.5,1.1096335447498238
D333,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Herbicide,33,34.0,10.5,OP003,2025-09-03,40,3.4,7.8,Yes,Completed,REG-2025-JKL-234,,0,0.9400000000000001,1.498768809849521
D334,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Visual,105,40.0,13.2,OP002,2025-09-04,64,2.3,5.5,Yes,Completed,REG-2025-MNO-567,,0,0.65,1.221139197842939
D335,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Electronics,70,18.0,6.1,OP011,2025-09-05,93,1.5,2.9,No,Completed,REG-2025-OPQ-890,,0,0.55,0.9614728682170542
D336,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,87,19.0,5.7,OP004,2025-09-06,95,1.2,2.3,No,Completed,REG-2025-RST-123,,0,0.7,1.0616279069767443
D337,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Fungicide,26,32.0,9.5,OP003,2025-09-07,42,3.2,7.7,Yes,Completed,REG-2025-UVW-456,,0,0.875,1.4893992248062013
D338,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Temperature,109,42.0,12.8,OP002,2025-09-08,70,2.4,5.2,Yes,Completed,REG-2025-XYZ-789,,0,0.6125,1.119767441860465
D339,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Small items,69,25.0,7.5,OP015,2025-09-09,88,1.9,3.3,No,Completed,REG-2025-ABC-012,,0,0.5599999999999999,0.9021297429620563
D340,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Telephoto,83,21.0,6.2,OP007,2025-09-10,96,1.3,2.4,No,Completed,REG-2025-DEF-345,,0,0.5,0.9952772808586762
D341,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Insecticide,32,31.0,10.2,OP003,2025-09-11,45,3.1,7.4,Yes,Completed,REG-2025-GHI-678,,0,0.905,1.4462240560140034
D342,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Infrared,106,38.0,13.1,OP002,2025-09-12,63,2.2,5.4,Yes,Completed,REG-2025-JKL-901,,0,0.65,1.2431501057082452
D343,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Documents,71,17.0,5.9,OP011,2025-09-13,92,1.6,2.7,No,Completed,REG-2025-MNO-234,,0,0.65,0.9143023255813953
D344,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard,86,20.0,5.8,OP004,2025-09-14,94,1.1,2.1,No,Completed,REG-2025-OPQ-567,,0,0.6,1.1318816067653277
D345,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,27,35.0,9.9,OP003,2025-09-15,44,3.5,7.8,Yes,Completed,REG-2025-RST-890,,0,0.875,1.4503654485049835
D346,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Pressure,110,41.0,12.5,OP002,2025-09-16,68,2.3,5.1,Yes,Completed,REG-2025-UVW-123,,0,0.5875,1.1501314459049545
D347,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Consumer goods,67,22.0,7.3,OP015,2025-09-17,87,1.7,3.2,No,Completed,REG-2025-XYZ-456,,0,0.58,0.966297309621523
